Year,anticipation count,anticipation percentage,anger count,anger percentage,joy count,joy percentage,trust count,trust percentage,fear count,fear percentage,surprise count,surprise percentage,sadness count,sadness percentage,disgust count,disgust percentage,compound,pos,neu,neg
1965.0,15,3.9473684210526314,16,4.2105263157894735,1,0.2631578947368421,22,5.7894736842105265,175,46.05263157894737,11,2.8947368421052633,7,1.8421052631578945,133,35.0,0.1585421319796951,0.1563502538071067,0.7282385786802031,0.1103502538071066
1965.0,15,3.9473684210526314,16,4.2105263157894735,1,0.2631578947368421,22,5.7894736842105265,175,46.05263157894737,11,2.8947368421052633,7,1.8421052631578945,133,35.0,0.1585421319796951,0.1563502538071067,0.7282385786802031,0.1103502538071066
1966.0,16,4.336043360433604,23,6.233062330623306,4,1.084010840108401,16,4.336043360433604,159,43.08943089430895,14,3.7940379403794036,6,1.6260162601626018,131,35.50135501355013,0.2865729591836733,0.1559285714285714,0.7310357142857141,0.09778571428571425
1966.0,16,4.336043360433604,23,6.233062330623306,4,1.084010840108401,16,4.336043360433604,159,43.08943089430895,14,3.7940379403794036,6,1.6260162601626018,131,35.50135501355013,0.2865729591836733,0.1559285714285714,0.7310357142857141,0.09778571428571425
1967.0,8,2.0618556701030926,21,5.412371134020619,1,0.25773195876288657,17,4.381443298969072,179,46.134020618556704,9,2.3195876288659796,10,2.5773195876288657,143,36.855670103092784,0.2106796019900497,0.14917910447761198,0.7304776119402984,0.10542288557213939
1967.0,8,2.0618556701030926,21,5.412371134020619,1,0.25773195876288657,17,4.381443298969072,179,46.134020618556704,9,2.3195876288659796,10,2.5773195876288657,143,36.855670103092784,0.2106796019900497,0.14917910447761198,0.7304776119402984,0.10542288557213939
1968.0,14,3.8147138964577656,18,4.904632152588556,2,0.544959128065395,17,4.632152588555858,165,44.95912806539509,5,1.3623978201634876,8,2.17983651226158,138,37.60217983651226,0.16792358974358976,0.14019999999999996,0.7512564102564105,0.1034153846153846
1968.0,14,3.8147138964577656,18,4.904632152588556,2,0.544959128065395,17,4.632152588555858,165,44.95912806539509,5,1.3623978201634876,8,2.17983651226158,138,37.60217983651226,0.16792358974358976,0.14019999999999996,0.7512564102564105,0.1034153846153846
1969.0,13,3.4031413612565444,17,4.450261780104712,2,0.5235602094240838,14,3.664921465968586,170,44.50261780104712,7,1.832460732984293,10,2.6178010471204187,149,39.00523560209424,0.18896000000000007,0.14892307692307696,0.7228000000000004,0.1129076923076923
1969.0,13,3.4031413612565444,17,4.450261780104712,2,0.5235602094240838,14,3.664921465968586,170,44.50261780104712,7,1.832460732984293,10,2.6178010471204187,149,39.00523560209424,0.18896000000000007,0.14892307692307696,0.7228000000000004,0.1129076923076923
1970.0,18,4.176334106728538,25,5.800464037122969,4,0.9280742459396751,25,5.800464037122969,182,42.22737819025522,10,2.320185614849188,11,2.5522041763341066,156,36.19489559164733,0.2204814070351759,0.14942713567839203,0.7294221105527635,0.1110854271356784
1970.0,18,4.176334106728538,25,5.800464037122969,4,0.9280742459396751,25,5.800464037122969,182,42.22737819025522,10,2.320185614849188,11,2.5522041763341066,156,36.19489559164733,0.2204814070351759,0.14942713567839203,0.7294221105527635,0.1110854271356784
1971.0,13,3.523035230352303,19,5.149051490514905,3,0.8130081300813009,20,5.420054200542006,166,44.986449864498645,9,2.4390243902439024,4,1.084010840108401,135,36.58536585365854,0.11231256544502617,0.13340837696335078,0.7358115183246074,0.1255183246073298
1971.0,13,3.523035230352303,19,5.149051490514905,3,0.8130081300813009,20,5.420054200542006,166,44.986449864498645,9,2.4390243902439024,4,1.084010840108401,135,36.58536585365854,0.11231256544502617,0.13340837696335078,0.7358115183246074,0.1255183246073298
1972.0,16,4.444444444444445,22,6.111111111111111,4,1.1111111111111112,23,6.388888888888888,156,43.333333333333336,5,1.3888888888888888,6,1.6666666666666667,128,35.55555555555556,0.14399999999999996,0.138958762886598,0.7283298969072166,0.1172680412371134
1972.0,16,4.444444444444445,22,6.111111111111111,4,1.1111111111111112,23,6.388888888888888,156,43.333333333333336,5,1.3888888888888888,6,1.6666666666666667,128,35.55555555555556,0.14399999999999996,0.138958762886598,0.7283298969072166,0.1172680412371134
