Year,anticipation count,anticipation percentage,anger count,anger percentage,joy count,joy percentage,trust count,trust percentage,fear count,fear percentage,surprise count,surprise percentage,sadness count,sadness percentage,disgust count,disgust percentage,compound,pos,neu,neg
2014.0,30,7.0588235294117645,31,7.294117647058823,78,18.352941176470587,78,18.352941176470587,26,6.11764705882353,44,10.352941176470589,126,29.64705882352941,12,2.823529411764706,-0.1834401960784314,0.08466666666666668,0.7776176470588234,0.1377352941176471
2012.0,25,4.835589941972921,35,6.769825918762089,101,19.535783365570598,105,20.309477756286267,46,8.897485493230175,42,8.123791102514506,153,29.593810444874276,10,1.9342359767891684,-0.16184466019417473,0.09672815533980585,0.7733009708737864,0.12990291262135922
2011.0,51,5.472103004291846,64,6.866952789699571,163,17.489270386266096,199,21.351931330472105,60,6.437768240343347,87,9.334763948497853,284,30.472103004291846,24,2.575107296137339,-0.09517567567567572,0.09809009009009005,0.7791351351351353,0.12269369369369372
2004.0,46,5.989583333333334,53,6.901041666666667,117,15.234375,144,18.75,62,8.072916666666668,74,9.635416666666668,259,33.72395833333333,13,1.6927083333333333,-0.1021072072072072,0.09805405405405405,0.7875405405405406,0.11443243243243238
2002.0,67,6.2558356676003735,93,8.683473389355742,169,15.779645191409896,197,18.39402427637722,87,8.123249299719888,83,7.749766573295985,353,32.95985060690943,22,2.0541549953314657,-0.12015726495726496,0.09721367521367519,0.7845726495726495,0.1182649572649573
2001.0,43,6.064880112834979,59,8.321579689703809,128,18.053596614950635,132,18.61777150916784,59,8.321579689703809,73,10.296191819464035,190,26.79830747531735,25,3.5260930888575457,-0.13527565217391305,0.09413913043478259,0.7852608695652172,0.12071304347826085
1983.0,37,8.026030368763557,39,8.459869848156181,90,19.522776572668114,71,15.40130151843818,39,8.459869848156181,46,9.97830802603037,123,26.68112798264642,16,3.470715835140998,-0.1724884615384615,0.09692307692307697,0.7652403846153846,0.1378365384615385
2006.0,43,5.231143552311435,66,8.02919708029197,116,14.111922141119221,162,19.708029197080293,52,6.326034063260341,73,8.880778588807786,297,36.13138686131387,13,1.5815085158150852,-0.16083571428571425,0.10469642857142859,0.7826696428571426,0.11264285714285709
2013.0,26,6.388206388206388,39,9.582309582309582,77,18.91891891891892,82,20.14742014742015,29,7.125307125307126,37,9.090909090909092,107,26.289926289926292,10,2.457002457002457,-0.028398039215686302,0.10684313725490194,0.7803431372549019,0.11278431372549025
1981.0,36,7.982261640798225,41,9.090909090909092,78,17.29490022172949,84,18.625277161862527,31,6.873614190687362,41,9.090909090909092,130,28.824833702882486,10,2.2172949002217295,-0.20457211538461534,0.10208653846153846,0.7538846153846153,0.14399038461538463
