Year,anticipation count,anticipation percentage,anger count,anger percentage,joy count,joy percentage,trust count,trust percentage,fear count,fear percentage,surprise count,surprise percentage,sadness count,sadness percentage,disgust count,disgust percentage,compound,pos,neu,neg
1965.0,180,6.232686980609419,57,1.9736842105263157,845,29.259002770083104,685,23.718836565096954,170,5.886426592797784,170,5.886426592797784,725,25.10387811634349,56,1.9390581717451523,0.1343680203045686,0.1369949238578681,0.7553908629441622,0.1025380710659898
1966.0,161,6.641914191419142,91,3.7541254125412546,729,30.074257425742573,561,23.143564356435643,86,3.5478547854785476,142,5.858085808580858,609,25.123762376237625,45,1.8564356435643563,0.1789923469387756,0.12323469387755102,0.7614642857142858,0.10000510204081632
1967.0,140,5.394990366088632,59,2.2736030828516376,873,33.641618497109825,647,24.932562620423894,101,3.8921001926782273,161,6.204238921001927,591,22.77456647398844,23,0.8863198458574182,0.16174726368159184,0.12404975124378108,0.7662288557213932,0.09477611940298508
1968.0,177,6.493030080704329,85,3.1181217901687455,742,27.21936903888481,664,24.358033749082907,119,4.365370506236244,176,6.456346294937637,737,27.03595011005136,26,0.9537784299339692,0.18566615384615393,0.11677948717948723,0.7916820512820514,0.08642051282051286
1969.0,143,5.319940476190476,71,2.6413690476190474,865,32.180059523809526,655,24.367559523809522,106,3.943452380952381,190,7.0684523809523805,602,22.395833333333336,56,2.083333333333333,0.22881128205128207,0.13714871794871797,0.751251282051282,0.09620000000000001
1970.0,143,5.053003533568905,83,2.932862190812721,856,30.247349823321557,663,23.42756183745583,115,4.063604240282685,205,7.243816254416961,729,25.759717314487634,36,1.2720848056537104,0.17422663316582912,0.12303015075376894,0.7670301507537688,0.09990954773869345
1971.0,108,4.267088107467404,66,2.6076649545634134,744,29.395495851442117,601,23.74555511655472,79,3.121295930462268,146,5.768470960094825,736,29.079415250888978,51,2.015013828526274,0.1053115183246073,0.11981675392670156,0.7675916230366494,0.10735602094240833
1972.0,160,5.559416261292564,74,2.571230020847811,773,26.858929812369702,716,24.878387769284224,145,5.038220986796387,200,6.949270326615705,760,26.40722724113968,50,1.7373175816539264,0.08468917525773197,0.11978350515463919,0.7628505154639172,0.10191237113402064
1973.0,149,4.685534591194968,95,2.9874213836477987,898,28.238993710691823,801,25.18867924528302,177,5.566037735849057,243,7.641509433962264,777,24.433962264150942,40,1.257861635220126,0.08180396039603959,0.12091584158415845,0.7556138613861391,0.11352970297029703
1974.0,134,4.85331401666063,99,3.5856573705179287,770,27.88844621513944,667,24.157913799348062,183,6.628033321260412,164,5.939876856211518,693,25.099601593625497,51,1.8471568272365086,0.16089487179487166,0.12955897435897434,0.7628307692307689,0.1025179487179487
1975.0,116,4.126645321949484,67,2.3834934187122023,843,29.989327641408753,719,25.578086090359303,105,3.7353255069370332,180,6.403415154749199,736,26.18285307719673,45,1.6008537886872998,0.16231065989847707,0.1299187817258883,0.7663045685279186,0.10372588832487309
1976.0,135,3.6764705882352944,68,1.8518518518518516,1092,29.73856209150327,949,25.844226579520697,339,9.23202614379085,244,6.64488017429194,812,22.113289760348582,33,0.8986928104575163,0.19472864321608024,0.1367738693467337,0.752527638190955,0.1006331658291457
1977.0,181,5.361374407582939,102,3.0213270142180093,1024,30.33175355450237,869,25.740521327014214,105,3.1101895734597154,151,4.472748815165876,905,26.80687203791469,39,1.15521327014218,0.20844329896907218,0.13378865979381444,0.7737628865979377,0.09249484536082474
1978.0,198,5.880605880605881,140,4.158004158004158,920,27.324027324027323,764,22.69082269082269,153,4.5441045441045445,271,8.048708048708049,850,25.245025245025243,71,2.1087021087021087,0.13200547263681592,0.11433333333333334,0.7646915422885576,0.10110447761194027
1979.0,191,4.863763687293099,87,2.2154316271963332,1184,30.150241914947795,1079,27.476445123503947,185,4.710975299210593,226,5.755029284441049,910,23.1729055258467,65,1.6552075375604787,0.1779394088669948,0.13062561576354687,0.7461674876847288,0.10844334975369457
