Year,anticipation count,anticipation percentage,anger count,anger percentage,joy count,joy percentage,trust count,trust percentage,fear count,fear percentage,surprise count,surprise percentage,sadness count,sadness percentage,disgust count,disgust percentage,compound,pos,neu,neg
1965.0,153,6.0570071258907365,30,1.187648456057007,769,30.44338875692795,626,24.78226444972288,139,5.5027711797308,143,5.661124307205067,617,24.425969912905778,49,1.9398258115597784,0.4520263157894738,0.18749473684210527,0.7109473684210527,0.09105263157894733
1966.0,134,6.495395055744062,59,2.859912748424624,646,31.31362094037809,497,24.09112942317014,66,3.1992244304411055,106,5.138148327678139,518,25.109064469219582,37,1.793504604944256,0.4437494736842105,0.1588421052631578,0.7266105263157897,0.0829578947368421
1967.0,103,4.779582366589327,15,0.6960556844547563,799,37.07656612529002,583,27.053364269141532,64,2.9698375870069604,119,5.522041763341067,456,21.160092807424594,16,0.7424593967517401,0.4748204081632652,0.16326530612244897,0.7318775510204082,0.07419387755102036
1968.0,152,6.746560142032846,51,2.263648468708389,658,29.20550377274745,561,24.900133155792275,81,3.5952063914780292,132,5.858854860186418,598,26.542387927208168,20,0.887705281846427,0.47338387096774187,0.14959139784946246,0.7618064516129032,0.07786021505376343
1969.0,120,5.2128583840139004,46,1.998262380538662,778,33.79669852302346,575,24.978279756733276,79,3.431798436142485,156,6.776715899218071,496,21.54648132059079,52,2.2589052997393573,0.5409387096774194,0.177258064516129,0.7251935483870967,0.06532258064516128
1970.0,114,4.761904761904762,53,2.2138680033416875,769,32.12197159565581,572,23.893065998329156,79,3.2999164578111944,171,7.142857142857142,613,25.605680868838764,23,0.960735171261487,0.5006587628865979,0.16530927835051545,0.7387835051546392,0.07535051546391751
1971.0,83,3.8532961931290624,38,1.7641597028783658,667,30.96564531104921,528,24.512534818941504,49,2.274837511606314,128,5.942432683379758,623,28.92293407613742,38,1.7641597028783658,0.5029420454545456,0.1621136363636363,0.7491022727272728,0.07738636363636364
1972.0,134,5.4471544715447155,48,1.951219512195122,693,28.17073170731707,635,25.8130081300813,110,4.471544715447155,170,6.910569105691057,634,25.772357723577237,36,1.4634146341463417,0.40139670329670324,0.1592307692307692,0.7351428571428572,0.0726923076923077
1973.0,105,3.986332574031891,50,1.8982536066818527,813,30.865603644646928,707,26.841305998481396,138,5.239179954441914,188,7.137433561123766,604,22.930903568716783,29,1.1009870918754745,0.3458795918367346,0.14881632653061222,0.7506224489795923,0.08011224489795916
1974.0,106,4.3603455368161255,75,3.0851501439736735,711,29.247223364870422,616,25.339366515837103,149,6.129164952694365,142,5.841217605923489,589,24.228712464006584,43,1.7688194158782395,0.5612999999999998,0.17143010752688173,0.7486666666666667,0.0692688172043011
